<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.11	12:27:00	1.09091	1.09100	1.09084	1.09086	114	0	11
2024.03.11	12:28:00	1.09086	1.09089	1.09076	1.09077	81	0	12
2024.03.11	12:29:00	1.09077	1.09087	1.09051	1.09061	176	0	10
2024.03.11	12:30:00	1.09061	1.09071	1.09057	1.09069	139	0	10
2024.03.11	12:31:00	1.09069	1.09085	1.09067	1.09075	55	0	10
2024.03.11	12:32:00	1.09075	1.09096	1.09070	1.09095	65	0	10
2024.03.11	12:33:00	1.09095	1.09115	1.09084	1.09107	70	0	8
2024.03.11	12:34:00	1.09107	1.09131	1.09103	1.09122	130	0	9
2024.03.11	12:35:00	1.09122	1.09138	1.09120	1.09138	155	0	10
2024.03.11	12:36:00	1.09138	1.09140	1.09135	1.09140	31	0	8
2024.03.11	12:37:00	1.09140	1.09150	1.09130	1.09134	46	0	8
2024.03.11	12:38:00	1.09134	1.09164	1.09132	1.09154	45	0	9
2024.03.11	12:39:00	1.09154	1.09168	1.09152	1.09160	76	0	10
2024.03.11	12:40:00	1.09160	1.09167	1.09150	1.09153	54	0	8
2024.03.11	12:41:00	1.09153	1.09158	1.09133	1.09133	12	0	10
2024.03.11	12:42:00	1.09133	1.09138	1.09122	1.09123	89	0	10
2024.03.11	12:43:00	1.09123	1.09133	1.09119	1.09120	155	0	11
2024.03.11	12:44:00	1.09120	1.09145	1.09116	1.09141	80	0	10
2024.03.11	12:45:00	1.09141	1.09147	1.09115	1.09121	97	0	9
2024.03.11	12:46:00	1.09121	1.09127	1.09109	1.09124	164	0	10
2024.03.11	12:47:00	1.09124	1.09129	1.09104	1.09113	118	0	10
2024.03.11	12:48:00	1.09113	1.09122	1.09106	1.09111	137	0	12
2024.03.11	12:49:00	1.09111	1.09131	1.09110	1.09121	12	0	10
2024.03.11	12:50:00	1.09121	1.09124	1.09105	1.09112	83	0	12
2024.03.11	12:51:00	1.09112	1.09117	1.09096	1.09105	180	0	8
2024.03.11	12:52:00	1.09105	1.09107	1.09100	1.09104	134	0	9
2024.03.11	12:53:00	1.09104	1.09132	1.09103	1.09125	93	0	11
2024.03.11	12:54:00	1.09125	1.09134	1.09114	1.09117	92	0	8
2024.03.11	12:55:00	1.09117	1.09124	1.09110	1.09121	86	0	9
2024.03.11	12:56:00	1.09121	1.09127	1.09110	1.09116	168	0	10
2024.03.11	12:57:00	1.09116	1.09135	1.09109	1.09128	124	0	10
2024.03.11	12:58:00	1.09128	1.09134	1.09109	1.09116	125	0	10
2024.03.11	12:59:00	1.09116	1.09128	1.09116	1.09123	166	0	10
2024.03.11	13:00:00	1.09123	1.09148	1.09116	1.09147	122	0	11
2024.03.11	13:01:00	1.09147	1.09147	1.09129	1.09147	172	0	12
2024.03.11	13:02:00	1.09147	1.09163	1.09144	1.09155	76	0	10
2024.03.11	13:03:00	1.09155	1.09160	1.09148	1.09153	90	0	10
2024.03.11	13:04:00	1.09153	1.09159	1.09143	1.09147	53	0	11
2024.03.11	13:05:00	1.09147	1.09152	1.09118	1.09132	155	0	10
2024.03.11	13:06:00	1.09132	1.09134	1.09126	1.09131	135	0	8
2024.03.11	13:07:00	1.09131	1.09144	1.09130	1.09138	89	0	10
2024.03.11	13:08:00	1.09138	1.09144	1.09122	1.09143	49	0	10
2024.03.11	13:09:00	1.09143	1.09144	1.09118	1.09132	171	0	11
2024.03.11	13:10:00	1.09132	1.09132	1.09121	1.09128	172	0	11
2024.03.11	13:11:00	1.09128	1.09153	1.09127	1.09152	79	0	10
2024.03.11	13:12:00	1.09152	1.09156	1.09132	1.09139	155	0	9
2024.03.11	13:13:00	1.09139	1.09140	1.09121	1.09122	82	0	10
2024.03.11	13:14:00	1.09122	1.09128	1.09102	1.09109	21	0	9
2024.03.11	13:15:00	1.09109	1.09110	1.09087	1.09087	91	0	8
2024.03.11	13:16:00	1.09087	1.09090	1.09084	1.09088	172	0	11
2024.03.11	13:17:00	1.09088	1.09099	1.09080	1.09095	110	0	10
2024.03.11	13:18:00	1.09095	1.09102	1.09095	1.09099	29	0	12
2024.03.11	13:19:00	1.09099	1.09114	1.09094	1.09112	158	0	10
2024.03.11	13:20:00	1.09112	1.09117	1.09103	1.09109	166	0	9
2024.03.11	13:21:00	1.09109	1.09111	1.09109	1.09111	11	0	10
2024.03.11	13:22:00	1.09111	1.09123	1.09103	1.09108	123	0	8
2024.03.11	13:23:00	1.09108	1.09111	1.09105	1.09109	123	0	12
2024.03.11	13:24:00	1.09109	1.09113	1.09099	1.09100	82	0	8
2024.03.11	13:25:00	1.09100	1.09104	1.09069	1.09072	35	0	8
2024.03.11	13:26:00	1.09072	1.09097	1.09067	1.09094	38	0	9
2024.03.11	13:27:00	1.09094	1.09100	1.09091	1.09100	45	0	11
2024.03.11	13:28:00	1.09100	1.09126	1.09088	1.09120	152	0	9
2024.03.11	13:29:00	1.09120	1.09133	1.09116	1.09126	43	0	10
2024.03.11	13:30:00	1.09126	1.09131	1.09122	1.09129	168	0	12
2024.03.11	13:31:00	1.09129	1.09132	1.09106	1.09120	16	0	9
2024.03.11	13:32:00	1.09120	1.09161	1.09112	1.09155	159	0	11
2024.03.11	13:33:00	1.09155	1.09156	1.09137	1.09145	125	0	8
2024.03.11	13:34:00	1.09145	1.09153	1.09128	1.09132	9	0	9
2024.03.11	13:35:00	1.09132	1.09135	1.09110	1.09114	13	0	12
2024.03.11	13:36:00	1.09114	1.09116	1.09098	1.09108	47	0	10
2024.03.11	13:37:00	1.09108	1.09114	1.09098	1.09101	171	0	10
2024.03.11	13:38:00	1.09101	1.09116	1.09100	1.09108	29	0	12
2024.03.11	13:39:00	1.09108	1.09117	1.09102	1.09105	173	0	12
2024.03.11	13:40:00	1.09105	1.09129	1.09104	1.09126	153	0	11
2024.03.11	13:41:00	1.09126	1.09142	1.09125	1.09128	179	0	11
2024.03.11	13:42:00	1.09128	1.09128	1.09092	1.09101	102	0	10
2024.03.11	13:43:00	1.09101	1.09116	1.09095	1.09109	124	0	11
2024.03.11	13:44:00	1.09109	1.09110	1.09108	1.09108	118	0	10
2024.03.11	13:45:00	1.09108	1.09116	1.09106	1.09109	104	0	10
2024.03.11	13:46:00	1.09109	1.09113	1.09099	1.09100	75	0	8
2024.03.11	13:47:00	1.09100	1.09102	1.09084	1.09093	36	0	10
2024.03.11	13:48:00	1.09093	1.09116	1.09085	1.09112	15	0	8
2024.03.11	13:49:00	1.09112	1.09122	1.09106	1.09116	116	0	12
2024.03.11	13:50:00	1.09116	1.09130	1.09112	1.09125	69	0	11
2024.03.11	13:51:00	1.09125	1.09126	1.09111	1.09117	36	0	8
2024.03.11	13:52:00	1.09117	1.09121	1.09111	1.09119	29	0	12
2024.03.11	13:53:00	1.09119	1.09136	1.09113	1.09120	65	0	10
2024.03.11	13:54:00	1.09120	1.09135	1.09107	1.09113	162	0	10
2024.03.11	13:55:00	1.09113	1.09122	1.09110	1.09114	10	0	8
2024.03.11	13:56:00	1.09114	1.09120	1.09090	1.09105	119	0	9
2024.03.11	13:57:00	1.09105	1.09134	1.09105	1.09132	129	0	11
2024.03.11	13:58:00	1.09132	1.09156	1.09118	1.09154	24	0	8
2024.03.11	13:59:00	1.09154	1.09160	1.09134	1.09137	139	0	10
2024.03.11	14:00:00	1.09137	1.09147	1.09133	1.09142	89	0	8
2024.03.11	14:01:00	1.09142	1.09171	1.09130	1.09158	56	0	11
2024.03.11	14:02:00	1.09158	1.09160	1.09141	1.09142	89	0	10
2024.03.11	14:03:00	1.09142	1.09151	1.09131	1.09148	106	0	8
2024.03.11	14:04:00	1.09148	1.09167	1.09142	1.09162	138	0	12
2024.03.11	14:05:00	1.09162	1.09173	1.09160	1.09171	104	0	12
2024.03.11	14:06:00	1.09171	1.09171	1.09165	1.09166	103	0	8
2024.03.11	14:07:00	1.09166	1.09170	1.09165	1.09169	51	0	9
2024.03.11	14:08:00	1.09169	1.09170	1.09147	1.09159	118	0	9
2024.03.11	14:09:00	1.09159	1.09180	1.09154	1.09177	93	0	8
2024.03.11	14:10:00	1.09177	1.09185	1.09161	1.09172	9	0	8
2024.03.11	14:11:00	1.09172	1.09174	1.09152	1.09153	26	0	9
2024.03.11	14:12:00	1.09153	1.09174	1.09151	1.09161	176	0	10
2024.03.11	14:13:00	1.09161	1.09163	1.09157	1.09162	107	0	10
2024.03.11	14:14:00	1.09162	1.09164	1.09151	1.09155	66	0	9
2024.03.11	14:15:00	1.09155	1.09167	1.09152	1.09159	162	0	11
2024.03.11	14:16:00	1.09159	1.09162	1.09128	1.09140	171	0	10
2024.03.11	14:17:00	1.09140	1.09141	1.09117	1.09122	137	0	10
2024.03.11	14:18:00	1.09122	1.09127	1.09105	1.09108	87	0	9
2024.03.11	14:19:00	1.09108	1.09109	1.09105	1.09107	15	0	9
2024.03.11	14:20:00	1.09107	1.09126	1.09106	1.09120	68	0	10
2024.03.11	14:21:00	1.09120	1.09124	1.09117	1.09118	139	0	10
2024.03.11	14:22:00	1.09118	1.09129	1.09109	1.09121	64	0	10
2024.03.11	14:23:00	1.09121	1.09125	1.09100	1.09107	150	0	10
2024.03.11	14:24:00	1.09107	1.09112	1.09082	1.09086	91	0	10
2024.03.11	14:25:00	1.09086	1.09089	1.09085	1.09086	176	0	9
2024.03.11	14:26:00	1.09086	1.09094	1.09069	1.09077	125	0	12
2024.03.11	14:27:00	1.09077	1.09096	1.09074	1.09084	166	0	9
2024.03.11	14:28:00	1.09084	1.09089	1.09071	1.09074	96	0	12
2024.03.11	14:29:00	1.09074	1.09078	1.09053	1.09059	65	0	12
2024.03.11	14:30:00	1.09059	1.09060	1.09049	1.09054	171	0	10
2024.03.11	14:31:00	1.09054	1.09071	1.09045	1.09069	81	0	10
2024.03.11	14:32:00	1.09069	1.09070	1.09057	1.09061	137	0	10
2024.03.11	14:33:00	1.09061	1.09066	1.09028	1.09037	119	0	8
2024.03.11	14:34:00	1.09037	1.09054	1.09032	1.09048	79	0	10
2024.03.11	14:35:00	1.09048	1.09057	1.09043	1.09052	72	0	8
2024.03.11	14:36:00	1.09052	1.09065	1.09050	1.09062	25	0	10
2024.03.11	14:37:00	1.09062	1.09071	1.09053	1.09067	144	0	8
2024.03.11	14:38:00	1.09067	1.09074	1.09061	1.09063	120	0	12
2024.03.11	14:39:00	1.09063	1.09078	1.09052	1.09069	67	0	9
2024.03.11	14:40:00	1.09069	1.09092	1.09067	1.09083	46	0	10
2024.03.11	14:41:00	1.09083	1.09093	1.09068	1.09074	27	0	10
2024.03.11	14:42:00	1.09074	1.09096	1.09072	1.09092	85	0	9
2024.03.11	14:43:00	1.09092	1.09104	1.09079	1.09084	118	0	10
2024.03.11	14:44:00	1.09084	1.09092	1.09084	1.09085	178	0	10
2024.03.11	14:45:00	1.09085	1.09093	1.09075	1.09091	56	0	9
2024.03.11	14:46:00	1.09091	1.09101	1.09088	1.09096	62	0	9
2024.03.11	14:47:00	1.09096	1.09097	1.09093	1.09094	44	0	12
2024.03.11	14:48:00	1.09094	1.09103	1.09090	1.09092	145	0	11
2024.03.11	14:49:00	1.09092	1.09105	1.09083	1.09096	139	0	9
2024.03.11	14:50:00	1.09096	1.09106	1.09081	1.09101	72	0	11
2024.03.11	14:51:00	1.09101	1.09108	1.09093	1.09102	29	0	8
2024.03.11	14:52:00	1.09102	1.09114	1.09101	1.09106	29	0	12
2024.03.11	14:53:00	1.09106	1.09111	1.09101	1.09104	107	0	9
2024.03.11	14:54:00	1.09104	1.09108	1.09097	1.09098	131	0	11
2024.03.11	14:55:00	1.09098	1.09115	1.09098	1.09113	54	0	11
2024.03.11	14:56:00	1.09113	1.09115	1.09104	1.09109	132	0	9
2024.03.11	14:57:00	1.09109	1.09111	1.09096	1.09098	158	0	8
2024.03.11	14:58:00	1.09098	1.09104	1.09095	1.09101	10	0	10
2024.03.11	14:59:00	1.09101	1.09122	1.09100	1.09121	74	0	12
2024.03.11	15:00:00	1.09121	1.09130	1.09092	1.09104	123	0	8
2024.03.11	15:01:00	1.09104	1.09117	1.09098	1.09115	93	0	12
2024.03.11	15:02:00	1.09115	1.09117	1.09106	1.09107	41	0	10
2024.03.11	15:03:00	1.09107	1.09113	1.09083	1.09084	174	0	8
2024.03.11	15:04:00	1.09084	1.09087	1.09071	1.09074	170	0	10
2024.03.11	15:05:00	1.09074	1.09086	1.09070	1.09075	49	0	10
2024.03.11	15:06:00	1.09075	1.09093	1.09074	1.09085	34	0	10
2024.03.11	15:07:00	1.09085	1.09097	1.09078	1.09088	71	0	9
2024.03.11	15:08:00	1.09088	1.09109	1.09085	1.09108	161	0	8
2024.03.11	15:09:00	1.09108	1.09120	1.09101	1.09118	107	0	9
2024.03.11	15:10:00	1.09118	1.09141	1.09117	1.09127	161	0	12
2024.03.11	15:11:00	1.09127	1.09139	1.09117	1.09138	108	0	12
2024.03.11	15:12:00	1.09138	1.09149	1.09129	1.09146	105	0	10
2024.03.11	15:13:00	1.09146	1.09149	1.09144	1.09149	115	0	10
2024.03.11	15:14:00	1.09149	1.09150	1.09143	1.09146	104	0	10
2024.03.11	15:15:00	1.09146	1.09149	1.09129	1.09134	20	0	9
2024.03.11	15:16:00	1.09134	1.09137	1.09112	1.09115	106	0	11
2024.03.11	15:17:00	1.09115	1.09120	1.09102	1.09104	19	0	10
2024.03.11	15:18:00	1.09104	1.09107	1.09101	1.09104	57	0	8
2024.03.11	15:19:00	1.09104	1.09108	1.09085	1.09086	11	0	9
2024.03.11	15:20:00	1.09086	1.09092	1.09082	1.09089	159	0	10
2024.03.11	15:21:00	1.09089	1.09097	1.09072	1.09092	125	0	12
2024.03.11	15:22:00	1.09092	1.09096	1.09085	1.09090	151	0	11
2024.03.11	15:23:00	1.09090	1.09094	1.09084	1.09088	116	0	9
2024.03.11	15:24:00	1.09088	1.09096	1.09087	1.09095	57	0	10
2024.03.11	15:25:00	1.09095	1.09102	1.09091	1.09093	141	0	8
2024.03.11	15:26:00	1.09093	1.09104	1.09087	1.09102	149	0	10
2024.03.11	15:27:00	1.09102	1.09108	1.09092	1.09095	176	0	12
2024.03.11	15:28:00	1.09095	1.09101	1.09092	1.09099	26	0	10
2024.03.11	15:29:00	1.09099	1.09120	1.09085	1.09116	175	0	9
2024.03.11	15:30:00	1.09116	1.09121	1.09105	1.09105	163	0	9
2024.03.11	15:31:00	1.09105	1.09120	1.09095	1.09116	96	0	9
2024.03.11	15:32:00	1.09116	1.09118	1.09095	1.09097	162	0	12
2024.03.11	15:33:00	1.09097	1.09120	1.09091	1.09120	115	0	11
2024.03.11	15:34:00	1.09120	1.09132	1.09120	1.09129	32	0	10
2024.03.11	15:35:00	1.09129	1.09147	1.09119	1.09144	166	0	8
2024.03.11	15:36:00	1.09144	1.09155	1.09139	1.09148	20	0	8
2024.03.11	15:37:00	1.09148	1.09148	1.09130	1.09141	110	0	10
2024.03.11	15:38:00	1.09141	1.09145	1.09130	1.09130	119	0	10
2024.03.11	15:39:00	1.09130	1.09130	1.09107	1.09115	101	0	9
2024.03.11	15:40:00	1.09115	1.09125	1.09111	1.09118	31	0	10
2024.03.11	15:41:00	1.09118	1.09119	1.09097	1.09106	166	0	9
2024.03.11	15:42:00	1.09106	1.09107	1.09084	1.09088	70	0	10
2024.03.11	15:43:00	1.09088	1.09092	1.09072	1.09077	133	0	8
2024.03.11	15:44:00	1.09077	1.09081	1.09071	1.09072	92	0	12
2024.03.11	15:45:00	1.09072	1.09074	1.09064	1.09065	20	0	12
2024.03.11	15:46:00	1.09065	1.09066	1.09061	1.09066	107	0	10
2024.03.11	15:47:00	1.09066	1.09080	1.09056	1.09075	175	0	12
2024.03.11	15:48:00	1.09075	1.09078	1.09061	1.09066	63	0	12
2024.03.11	15:49:00	1.09066	1.09068	1.09045	1.09055	26	0	12
2024.03.11	15:50:00	1.09055	1.09072	1.09051	1.09067	99	0	8
2024.03.11	15:51:00	1.09067	1.09073	1.09056	1.09061	139	0	10
2024.03.11	15:52:00	1.09061	1.09072	1.09057	1.09066	157	0	12
2024.03.11	15:53:00	1.09066	1.09104	1.09063	1.09103	133	0	10
2024.03.11	15:54:00	1.09103	1.09115	1.09098	1.09099	82	0	10
2024.03.11	15:55:00	1.09099	1.09100	1.09095	1.09099	91	0	9
2024.03.11	15:56:00	1.09099	1.09110	1.09094	1.09103	129	0	8
2024.03.11	15:57:00	1.09103	1.09106	1.09101	1.09104	142	0	9
2024.03.11	15:58:00	1.09104	1.09106	1.09092	1.09099	63	0	10
2024.03.11	15:59:00	1.09099	1.09107	1.09095	1.09103	179	0	10
2024.03.11	16:00:00	1.09103	1.09124	1.09097	1.09122	70	0	9
2024.03.11	16:01:00	1.09122	1.09126	1.09121	1.09126	40	0	10
2024.03.11	16:02:00	1.09126	1.09128	1.09118	1.09119	85	0	8
2024.03.11	16:03:00	1.09119	1.09123	1.09105	1.09112	172	0	12
2024.03.11	16:04:00	1.09112	1.09114	1.09079	1.09080	49	0	11
2024.03.11	16:05:00	1.09080	1.09082	1.09066	1.09070	139	0	11
2024.03.11	16:06:00	1.09070	1.09071	1.09067	1.09068	31	0	9
2024.03.11	16:07:00	1.09068	1.09071	1.09042	1.09044	113	0	11
2024.03.11	16:08:00	1.09044	1.09049	1.09029	1.09033	13	0	9
2024.03.11	16:09:00	1.09033	1.09089	1.09026	1.09073	75	0	12
2024.03.11	16:10:00	1.09073	1.09073	1.09050	1.09051	59	0	10
2024.03.11	16:11:00	1.09051	1.09062	1.09038	1.09040	168	0	10
2024.03.11	16:12:00	1.09040	1.09053	1.09040	1.09049	38	0	8
2024.03.11	16:13:00	1.09049	1.09068	1.09043	1.09057	141	0	9
2024.03.11	16:14:00	1.09057	1.09060	1.09051	1.09059	24	0	12
2024.03.11	16:15:00	1.09059	1.09080	1.09049	1.09078	119	0	8
2024.03.11	16:16:00	1.09078	1.09085	1.09076	1.09077	165	0	10
2024.03.11	16:17:00	1.09077	1.09095	1.09075	1.09089	132	0	9
2024.03.11	16:18:00	1.09089	1.09097	1.09053	1.09071	180	0	10
2024.03.11	16:19:00	1.09071	1.09073	1.09044	1.09047	159	0	12
2024.03.11	16:20:00	1.09047	1.09054	1.09042	1.09051	89	0	10
2024.03.11	16:21:00	1.09051	1.09059	1.09047	1.09049	113	0	9
2024.03.11	16:22:00	1.09049	1.09062	1.09041	1.09057	58	0	9
2024.03.11	16:23:00	1.09057	1.09060	1.09031	1.09036	84	0	12
2024.03.11	16:24:00	1.09036	1.09043	1.09027	1.09042	160	0	10
2024.03.11	16:25:00	1.09042	1.09043	1.09024	1.09038	151	0	9
2024.03.11	16:26:00	1.09038	1.09051	1.09038	1.09048	108	0	10
2024.03.11	16:27:00	1.09048	1.09064	1.09003	1.09016	166	0	11
2024.03.11	16:28:00	1.09016	1.09020	1.09004	1.09013	144	0	10
2024.03.11	16:29:00	1.09013	1.09041	1.09013	1.09029	144	0	8
2024.03.11	16:30:00	1.09029	1.09031	1.09019	1.09025	70	0	12
2024.03.11	16:31:00	1.09025	1.09051	1.09020	1.09049	91	0	10
2024.03.11	16:32:00	1.09049	1.09050	1.09030	1.09042	9	0	10
2024.03.11	16:33:00	1.09042	1.09049	1.09020	1.09021	153	0	11
2024.03.11	16:34:00	1.09021	1.09052	1.09020	1.09050	60	0	10
2024.03.11	16:35:00	1.09050	1.09059	1.09028	1.09038	155	0	9
2024.03.11	16:36:00	1.09038	1.09043	1.09036	1.09037	67	0	12
2024.03.11	16:37:00	1.09037	1.09046	1.09033	1.09044	124	0	11
2024.03.11	16:38:00	1.09044	1.09048	1.09012	1.09017	162	0	11
2024.03.11	16:39:00	1.09017	1.09024	1.09017	1.09020	9	0	10
2024.03.11	16:40:00	1.09020	1.09029	1.09005	1.09006	130	0	10
2024.03.11	16:41:00	1.09006	1.09013	1.08994	1.09005	12	0	11
2024.03.11	16:42:00	1.09005	1.09008	1.09001	1.09005	157	0	8
2024.03.11	16:43:00	1.09005	1.09007	1.08991	1.09002	162	0	9
2024.03.11	16:44:00	1.09002	1.09005	1.08993	1.09000	149	0	9
2024.03.11	16:45:00	1.09000	1.09005	1.08985	1.08994	67	0	10
2024.03.11	16:46:00	1.08994	1.09002	1.08993	1.09000	96	0	10
2024.03.11	16:47:00	1.09000	1.09003	1.08995	1.08998	105	0	8
2024.03.11	16:48:00	1.08998	1.09006	1.08989	1.09006	129	0	12
2024.03.11	16:49:00	1.09006	1.09012	1.08984	1.08991	125	0	8
2024.03.11	16:50:00	1.08991	1.08992	1.08982	1.08983	46	0	10
2024.03.11	16:51:00	1.08983	1.08990	1.08973	1.08977	91	0	8
2024.03.11	16:52:00	1.08977	1.08989	1.08972	1.08973	80	0	8
2024.03.11	16:53:00	1.08973	1.08974	1.08954	1.08964	8	0	8
2024.03.11	16:54:00	1.08964	1.08971	1.08961	1.08970	50	0	11
2024.03.11	16:55:00	1.08970	1.08971	1.08964	1.08970	146	0	11
2024.03.11	16:56:00	1.08970	1.08987	1.08970	1.08985	43	0	8
2024.03.11	16:57:00	1.08985	1.08991	1.08974	1.08982	100	0	10
2024.03.11	16:58:00	1.08982	1.08996	1.08981	1.08995	99	0	10
2024.03.11	16:59:00	1.08995	1.09000	1.08978	1.08985	143	0	9
2024.03.11	17:00:00	1.08985	1.08990	1.08975	1.08978	40	0	10
2024.03.11	17:01:00	1.08978	1.09017	1.08974	1.09004	26	0	11
2024.03.11	17:02:00	1.09004	1.09027	1.09003	1.09011	74	0	10
2024.03.11	17:03:00	1.09011	1.09016	1.09009	1.09011	125	0	9
2024.03.11	17:04:00	1.09011	1.09021	1.09001	1.09017	29	0	12
2024.03.11	17:05:00	1.09017	1.09019	1.08999	1.09004	40	0	8
2024.03.11	17:06:00	1.09004	1.09020	1.08989	1.08997	122	0	10
2024.03.11	17:07:00	1.08997	1.09003	1.08993	1.08993	178	0	12
2024.03.11	17:08:00	1.08993	1.08999	1.08973	1.08975	33	0	9
2024.03.11	17:09:00	1.08975	1.08987	1.08955	1.08965	96	0	12
2024.03.11	17:10:00	1.08965	1.08977	1.08961	1.08963	179	0	9
2024.03.11	17:11:00	1.08963	1.08971	1.08938	1.08938	90	0	11
2024.03.11	17:12:00	1.08938	1.08943	1.08929	1.08929	48	0	12
2024.03.11	17:13:00	1.08929	1.08931	1.08922	1.08923	170	0	9
2024.03.11	17:14:00	1.08923	1.08925	1.08901	1.08904	151	0	10
2024.03.11	17:15:00	1.08904	1.08920	1.08901	1.08913	106	0	11
2024.03.11	17:16:00	1.08913	1.08918	1.08912	1.08917	175	0	10
2024.03.11	17:17:00	1.08917	1.08920	1.08906	1.08909	88	0	8
2024.03.11	17:18:00	1.08909	1.08923	1.08898	1.08914	112	0	9
2024.03.11	17:19:00	1.08914	1.08919	1.08900	1.08907	96	0	12
2024.03.11	17:20:00	1.08907	1.08914	1.08904	1.08909	12	0	9
2024.03.11	17:21:00	1.08909	1.08919	1.08906	1.08915	139	0	8
2024.03.11	17:22:00	1.08915	1.08919	1.08891	1.08902	165	0	9
2024.03.11	17:23:00	1.08902	1.08903	1.08884	1.08892	86	0	8
2024.03.11	17:24:00	1.08892	1.08894	1.08882	1.08883	125	0	9
2024.03.11	17:25:00	1.08883	1.08886	1.08863	1.08868	82	0	9
2024.03.11	17:26:00	1.08868	1.08880	1.08856	1.08868	53	0	9
2024.03.11	17:27:00	1.08868	1.08873	1.08858	1.08872	61	0	11
2024.03.11	17:28:00	1.08872	1.08873	1.08859	1.08866	134	0	12
2024.03.11	17:29:00	1.08866	1.08880	1.08865	1.08873	60	0	11
2024.03.11	17:30:00	1.08873	1.08882	1.08851	1.08854	32	0	10
2024.03.11	17:31:00	1.08854	1.08866	1.08847	1.08858	165	0	8
2024.03.11	17:32:00	1.08858	1.08868	1.08849	1.08853	151	0	9
2024.03.11	17:33:00	1.08853	1.08862	1.08840	1.08860	32	0	8
2024.03.11	17:34:00	1.08860	1.08871	1.08853	1.08863	153	0	9
2024.03.11	17:35:00	1.08863	1.08880	1.08853	1.08874	49	0	11
2024.03.11	17:36:00	1.08874	1.08881	1.08871	1.08877	36	0	10
2024.03.11	17:37:00	1.08877	1.08884	1.08866	1.08868	129	0	11
2024.03.11	17:38:00	1.08868	1.08875	1.08857	1.08874	115	0	11
2024.03.11	17:39:00	1.08874	1.08891	1.08871	1.08887	61	0	11
2024.03.11	17:40:00	1.08887	1.08888	1.08883	1.08888	71	0	9
2024.03.11	17:41:00	1.08888	1.08904	1.08884	1.08902	27	0	11
2024.03.11	17:42:00	1.08902	1.08905	1.08895	1.08898	55	0	9
2024.03.11	17:43:00	1.08898	1.08901	1.08883	1.08888	61	0	8
2024.03.11	17:44:00	1.08888	1.08890	1.08879	1.08884	17	0	9
2024.03.11	17:45:00	1.08884	1.08891	1.08868	1.08881	92	0	9
2024.03.11	17:46:00	1.08881	1.08891	1.08869	1.08875	144	0	8
2024.03.11	17:47:00	1.08875	1.08892	1.08864	1.08888	165	0	10
2024.03.11	17:48:00	1.08888	1.08889	1.08867	1.08876	48	0	12
2024.03.11	17:49:00	1.08876	1.08883	1.08875	1.08879	91	0	9
2024.03.11	17:50:00	1.08879	1.08898	1.08879	1.08891	75	0	10
2024.03.11	17:51:00	1.08891	1.08897	1.08882	1.08886	78	0	12
2024.03.11	17:52:00	1.08886	1.08887	1.08883	1.08885	159	0	8
2024.03.11	17:53:00	1.08885	1.08900	1.08876	1.08899	108	0	9
2024.03.11	17:54:00	1.08899	1.08903	1.08893	1.08897	77	0	9
2024.03.11	17:55:00	1.08897	1.08912	1.08894	1.08912	55	0	11
2024.03.11	17:56:00	1.08912	1.08926	1.08905	1.08920	68	0	10
2024.03.11	17:57:00	1.08920	1.08924	1.08906	1.08918	80	0	8
2024.03.11	17:58:00	1.08918	1.08920	1.08907	1.08909	62	0	11
2024.03.11	17:59:00	1.08909	1.08930	1.08908	1.08929	62	0	12
2024.03.11	18:00:00	1.08929	1.08932	1.08914	1.08920	60	0	8
2024.03.11	18:01:00	1.08920	1.08920	1.08912	1.08913	54	0	11
2024.03.11	18:02:00	1.08913	1.08923	1.08913	1.08916	83	0	11
2024.03.11	18:03:00	1.08916	1.08922	1.08895	1.08900	13	0	8
2024.03.11	18:04:00	1.08900	1.08902	1.08892	1.08896	75	0	12
2024.03.11	18:05:00	1.08896	1.08914	1.08888	1.08905	20	0	12
2024.03.11	18:06:00	1.08905	1.08916	1.08903	1.08908	116	0	8
2024.03.11	18:07:00	1.08908	1.08912	1.08892	1.08894	38	0	9
2024.03.11	18:08:00	1.08894	1.08906	1.08892	1.08892	90	0	10
2024.03.11	18:09:00	1.08892	1.08915	1.08884	1.08897	162	0	8
2024.03.11	18:10:00	1.08897	1.08928	1.08896	1.08924	52	0	10
2024.03.11	18:11:00	1.08924	1.08927	1.08914	1.08915	134	0	11
2024.03.11	18:12:00	1.08915	1.08929	1.08907	1.08927	132	0	9
2024.03.11	18:13:00	1.08927	1.08929	1.08925	1.08926	20	0	8
2024.03.11	18:14:00	1.08926	1.08930	1.08917	1.08919	159	0	11
2024.03.11	18:15:00	1.08919	1.08922	1.08919	1.08921	115	0	12
2024.03.11	18:16:00	1.08921	1.08930	1.08912	1.08915	152	0	9
2024.03.11	18:17:00	1.08915	1.08936	1.08906	1.08932	146	0	9
2024.03.11	18:18:00	1.08932	1.08932	1.08914	1.08917	40	0	11
2024.03.11	18:19:00	1.08917	1.08918	1.08896	1.08903	93	0	10
2024.03.11	18:20:00	1.08903	1.08912	1.08899	1.08903	117	0	8
2024.03.11	18:21:00	1.08903	1.08904	1.08887	1.08896	27	0	8
2024.03.11	18:22:00	1.08896	1.08898	1.08873	1.08883	176	0	11
2024.03.11	18:23:00	1.08883	1.08898	1.08881	1.08895	112	0	8
